Tanggal,Positif (Indonesia),Dirawat (Indonesia),Sembuh (Indonesia),Meninggal (Indonesia),Meninggal (Jakarta),Sembuh (Jakarta),Self-Isolation (Jakarta),Dirawat (Jakarta),Positif (Jakarta),Positif Aktif (Jakarta),Positif Harian (Indonesia),Dirawat Harian (Indonesia),Sembuh Harian (Indonesia),Meninggal Harian (Indonesia),Meninggal Harian (Jakarta),Sembuh Harian (Jakarta),Self-Isolation Harian (Jakarta),Dirawat Harian (Jakarta),Positif Harian (Jakarta),Positif Aktif Harian (Jakarta)
29/01/2020 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020 ,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
03/03/2020 ,2,2,0,0,1,0,0,2,3,2,0,0,0,0,1,0,0,2,3,2
04/03/2020 ,2,2,0,0,1,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0
05/03/2020 ,2,2,0,0,3,0,0,4,7,4,0,0,0,0,2,0,0,2,4,2
06/03/2020 ,4,4,0,0,3,0,0,4,7,4,2,2,0,0,0,0,0,0,0,0
07/03/2020 ,4,4,0,0,3,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0
08/03/2020 ,6,6,0,0,3,0,0,4,7,4,2,2,0,0,0,0,0,0,0,0
09/03/2020 ,19,19,0,0,3,0,0,31,34,31,13,13,0,0,0,0,0,27,27,27
10/03/2020 ,27,25,2,0,3,0,0,31,34,31,8,6,2,0,0,0,0,0,0,0
11/03/2020 ,34,31,2,1,3,0,0,33,36,33,7,6,0,1,0,0,0,2,2,2
12/03/2020 ,34,31,2,1,5,0,0,57,62,57,0,0,0,0,2,0,0,24,26,24
13/03/2020 ,69,63,2,4,7,0,0,65,72,65,35,32,0,3,2,0,0,8,10,8
14/03/2020 ,96,83,8,5,9,0,0,70,79,70,27,20,6,1,2,0,0,5,7,5
15/03/2020 ,117,104,8,5,11,0,0,84,95,84,21,21,0,0,2,0,0,14,16,14
16/03/2020 ,134,121,8,5,12,0,7,78,97,85,17,17,0,0,1,0,7,-6,2,1
17/03/2020 ,172,158,9,5,12,0,27,83,122,110,38,37,1,0,0,0,20,5,25,25
18/03/2020 ,227,197,11,19,15,12,42,91,160,133,55,39,2,14,3,12,15,8,38,23
19/03/2020 ,309,269,15,25,19,13,57,121,210,178,82,72,4,6,4,1,15,30,50,45
20/03/2020 ,369,320,17,32,20,13,66,125,224,191,60,51,2,7,1,0,9,4,14,13
21/03/2020 ,450,392,20,38,23,17,71,157,268,228,81,72,3,6,3,4,5,32,44,37
22/03/2020 ,514,437,29,48,29,21,77,177,304,254,64,45,9,10,6,4,6,20,36,26
23/03/2020 ,579,500,30,49,29,22,79,225,355,304,65,63,1,1,0,1,2,48,51,50
24/03/2020 ,686,601,30,55,34,23,109,260,426,369,107,101,0,6,5,1,30,35,71,65
25/03/2020 ,790,701,31,58,43,27,112,290,472,402,104,100,1,3,9,4,3,30,46,33
26/03/2020 ,893,780,35,78,49,29,113,324,515,437,103,79,4,20,6,2,1,34,43,35
27/03/2020 ,1046,913,46,87,57,31,132,346,566,478,153,133,11,9,8,2,19,22,51,41
28/03/2020 ,1155,994,59,102,62,43,134,364,603,498,109,81,13,15,5,12,2,18,37,20
29/03/2020 ,1285,1107,64,114,67,48,151,435,701,586,130,113,5,12,5,5,17,71,98,88
30/03/2020 ,1414,1217,75,122,78,49,151,449,727,600,129,110,11,8,11,1,0,14,26,14
31/03/2020 ,1528,1311,81,136,84,49,157,451,741,608,114,94,6,14,6,0,6,2,14,8
01/04/2020 ,1677,1417,103,157,90,51,176,499,816,675,149,106,22,21,6,2,19,48,75,67
02/04/2020 ,1790,1508,112,170,95,54,195,565,909,760,113,91,9,13,5,3,19,66,93,85
03/04/2020 ,1986,1671,134,181,98,56,209,627,990,836,196,163,22,11,3,2,14,62,81,76
04/04/2020 ,2092,1751,150,191,99,58,223,691,1071,914,106,80,16,10,1,2,14,64,81,78
05/04/2020 ,2273,1911,164,198,123,64,279,685,1151,964,181,160,14,7,24,6,56,-6,80,50
06/04/2020 ,2491,2090,192,209,131,68,317,783,1299,1100,218,179,28,11,8,4,38,98,148,136
07/04/2020 ,2738,2313,204,221,141,69,338,895,1443,1233,247,223,12,12,10,1,21,112,144,133
08/04/2020 ,2956,2494,222,240,144,75,357,976,1552,1333,218,181,18,19,3,6,19,81,109,100
09/04/2020 ,3293,2761,252,280,155,82,405,1077,1719,1482,337,267,30,40,11,7,48,101,167,149
10/04/2020 ,3512,2924,282,306,156,82,433,1139,1810,1572,219,163,30,26,1,0,28,62,91,90
11/04/2020 ,3842,3229,286,327,168,142,441,1152,1903,1593,330,305,4,21,12,60,8,13,93,21
12/04/2020 ,4241,3509,359,373,195,142,468,1277,2082,1745,399,280,73,46,27,0,27,125,179,152
13/04/2020 ,4557,3778,380,399,209,142,521,1370,2242,1891,316,269,21,26,14,0,53,93,160,146
14/04/2020 ,4839,3954,426,459,243,163,558,1385,2349,1943,282,176,46,60,34,21,37,15,107,52
15/04/2020 ,5136,4221,446,469,246,164,613,1424,2447,2037,297,267,20,10,3,1,55,39,98,94
16/04/2020 ,5516,4472,548,496,248,202,619,1601,2670,2220,380,251,102,27,2,38,6,177,223,183
17/04/2020 ,5923,4796,607,520,250,203,643,1727,2823,2370,407,324,59,24,2,1,24,126,153,150
18/04/2020 ,6248,5082,631,535,257,206,670,1769,2902,2439,325,286,24,15,7,3,27,42,79,69
19/04/2020 ,6575,5307,686,582,292,207,695,1839,3033,2534,327,225,55,47,35,1,25,70,131,95
20/04/2020 ,6760,5423,747,590,297,237,752,1826,3112,2578,185,116,61,8,5,30,57,-13,79,44
21/04/2020 ,7135,5677,842,616,305,286,753,1935,3279,2688,375,254,95,26,8,49,1,109,167,110
22/04/2020 ,7418,5870,913,635,308,291,815,1985,3399,2800,283,193,71,19,3,5,62,50,120,112
23/04/2020 ,7775,6168,960,647,316,292,888,2010,3506,2898,357,298,47,12,8,1,73,25,107,98
24/04/2020 ,8211,6520,1002,689,331,327,959,1988,3605,2947,436,352,42,42,15,35,71,-22,99,49
25/04/2020 ,8607,6845,1042,720,350,334,1050,1947,3681,2997,396,325,40,31,19,7,91,-41,76,50
26/04/2020 ,8882,7032,1107,743,357,338,1099,1952,3746,3051,275,187,65,23,7,4,49,5,65,54
27/04/2020 ,9096,7180,1151,765,375,338,1169,1950,3832,3119,214,148,44,22,18,0,70,-2,86,68
28/04/2020 ,9511,7484,1254,773,379,341,1206,2024,3950,3230,415,304,103,8,4,3,37,74,118,111
29/04/2020 ,9771,7596,1391,784,381,412,1238,2002,4033,3240,260,112,137,11,2,71,32,-22,83,10
30/04/2020 ,10118,7804,1522,792,381,412,1272,2073,4138,3345,347,208,131,8,0,0,34,71,105,105
01/05/2020 ,10551,8160,1591,800,393,427,1312,2151,4283,3463,433,356,69,8,12,15,40,78,145,118
02/05/2020 ,10843,8347,1665,831,400,562,1304,2089,4355,3393,292,187,74,31,7,135,-8,-62,72,-70
03/05/2020 ,11192,8471,1876,845,410,622,1323,2062,4417,3385,349,124,211,14,10,60,19,-27,62,-8
04/05/2020 ,11587,8769,1954,864,412,650,1330,2080,4472,3410,395,298,78,19,2,28,7,18,55,25
05/05/2020 ,12071,9002,2197,872,414,711,1370,2146,4641,3516,484,233,243,8,2,61,40,66,169,106
06/05/2020 ,12438,9226,2317,895,420,713,1381,2195,4709,3576,367,224,120,23,6,2,11,49,68,60
07/05/2020 ,12776,9465,2381,930,430,718,1431,2196,4775,3627,338,239,64,35,10,5,50,1,66,51
08/05/2020 ,13112,9675,2494,943,431,763,1426,2281,4901,3707,336,210,113,13,1,45,-5,85,126,80
09/05/2020 ,13645,10079,2607,959,437,767,1442,2312,4958,3754,533,404,113,16,6,4,16,31,57,47
10/05/2020 ,14032,10361,2698,973,444,803,1533,2360,5140,3893,387,282,91,14,7,36,91,48,182,139
11/05/2020 ,14265,10393,2881,991,453,836,1648,2258,5195,3906,233,32,183,18,9,33,115,-102,55,13
12/05/2020 ,14749,10679,3063,1007,457,1262,1741,1843,5303,3584,484,286,182,16,4,426,93,-415,108,-322
13/05/2020 ,15438,11123,3287,1028,461,1277,1866,1833,5437,3699,689,444,224,21,4,15,125,-10,134,115
14/05/2020 ,16006,11445,3518,1043,466,1279,1995,1877,5617,3872,568,322,231,15,5,2,129,44,180,173
15/05/2020 ,16496,11617,3803,1076,474,1286,2019,1900,5679,3919,490,172,285,33,8,7,24,23,62,47
16/05/2020 ,17025,12025,3911,1089,475,1292,2120,1908,5795,4028,529,408,108,13,1,6,101,8,116,109
17/05/2020 ,17514,12237,4129,1148,478,1295,2217,1932,5922,4149,489,212,218,59,3,3,97,24,127,121
18/05/2020 ,18010,12495,4324,1191,483,1301,2266,1946,5996,4212,496,258,195,43,5,6,49,14,74,63
19/05/2020 ,18496,12808,4467,1221,487,1417,2213,1936,6053,4149,486,313,143,30,4,116,-53,-10,57,-63
20/05/2020 ,19189,13372,4575,1242,493,1425,2263,1969,6150,4232,693,564,108,21,6,8,50,33,97,83
21/05/2020 ,20162,14046,4838,1278,498,1536,2231,1955,6220,4186,973,674,263,36,5,111,-32,-14,70,-46
22/05/2020 ,20796,14413,5057,1326,501,1558,2282,1975,6316,4257,634,367,219,48,3,22,51,20,96,71
23/05/2020 ,21745,15145,5249,1351,504,1587,2346,2006,6443,4352,949,732,192,25,3,29,64,31,127,95
24/05/2020 ,22271,15497,5402,1372,505,1594,2431,2031,6561,4462,526,352,153,21,1,7,85,25,118,110
25/05/2020 ,22750,15717,5642,1391,506,1648,2430,2044,6628,4474,479,220,240,19,1,54,-1,13,67,12
26/05/2020 ,23165,15870,5877,1418,508,1678,2459,2044,6689,4503,415,153,235,27,2,30,29,0,61,29
27/05/2020 ,23851,16321,6057,1473,510,1698,2584,2034,6826,4618,686,451,180,55,2,20,125,-10,137,115
28/05/2020 ,24538,16802,6240,1496,514,1719,2641,2055,6929,4696,687,481,183,23,4,21,57,21,103,78
29/05/2020 ,25216,17204,6492,1520,517,1807,2722,2007,7053,4729,678,402,252,24,3,88,81,-48,124,33
30/05/2020 ,25773,17185,7015,1573,519,2003,2781,1848,7151,4629,557,-19,523,53,2,196,59,-159,98,-100
31/05/2020 ,26473,17552,7308,1613,520,2102,2827,1823,7272,4650,700,367,293,40,1,99,46,-25,121,21
01/06/2020 ,26940,17662,7637,1641,521,2246,2822,1794,7383,4616,467,110,329,28,1,144,-5,-29,111,-34
02/06/2020 ,27549,17951,7935,1663,525,2405,2786,1743,7459,4529,609,289,298,22,4,159,-36,-51,76,-87
03/06/2020 ,28233,18129,8406,1698,529,2534,2777,1699,7539,4476,684,178,471,35,4,129,-9,-44,80,-53
04/06/2020 ,28818,18205,8892,1721,530,2607,2793,1670,7600,4463,585,76,486,23,1,73,16,-29,61,-13
05/06/2020 ,29521,18308,9443,1770,532,2751,2768,1633,7684,4401,703,103,551,49,2,144,-25,-37,84,-62
06/06/2020 ,30514,18806,9907,1801,535,2840,2776,1635,7786,4411,993,498,464,31,3,89,8,2,102,10
07/06/2020 ,31186,18837,10498,1851,537,3170,2794,1445,7946,4239,672,31,591,50,2,330,18,-190,160,-172
08/06/2020 ,32033,19246,10904,1883,538,3205,2846,1448,8037,4294,847,409,406,32,1,35,52,3,91,55
09/06/2020 ,33076,19739,11414,1923,547,3369,2918,1442,8276,4360,1043,493,510,40,9,164,72,-6,239,66
10/06/2020 ,34316,20228,12129,1959,551,3517,2928,1427,8423,4355,1240,489,715,36,4,148,10,-15,147,-5
11/06/2020 ,35295,20659,12636,2000,555,3664,2887,1446,8552,4333,979,431,507,41,4,147,-41,19,129,-22
12/06/2020 ,36406,21145,13213,2048,561,3780,2863,1424,8628,4287,1111,486,577,48,6,116,-24,-22,76,-46
13/06/2020 ,37420,21553,13776,2091,564,3840,2925,1419,8748,4344,1014,408,563,43,3,60,62,-5,120,57
14/06/2020 ,38277,21612,14531,2134,571,4091,2833,1368,8863,4201,857,59,755,43,7,251,-92,-51,115,-143
15/06/2020 ,39294,21973,15123,2198,580,4198,2800,1390,8968,4190,1017,361,592,64,9,107,-33,22,105,-11
16/06/2020 ,40400,22466,15703,2231,583,4329,2764,1416,9092,4180,1106,493,580,33,3,131,-36,26,124,-10
17/06/2020 ,41431,22912,16243,2276,588,4444,2775,1402,9209,4177,1031,446,540,45,5,115,11,-14,117,-3
18/06/2020 ,42762,23625,16798,2339,594,4592,2822,1377,9385,4199,1331,713,555,63,6,148,47,-25,176,22
19/06/2020 ,43803,24081,17349,2373,599,4682,2862,1382,9525,4244,1041,456,551,34,5,90,40,5,140,45
20/06/2020 ,45029,24717,17883,2429,603,4821,2939,1340,9703,4279,1226,636,534,56,4,139,77,-42,178,35
21/06/2020 ,45891,25022,18404,2465,615,5054,2874,1287,9830,4161,862,305,521,36,12,233,-65,-53,127,-118
22/06/2020 ,46845,25610,18735,2500,618,5128,2901,1310,9957,4211,954,588,331,35,3,74,27,23,127,50
23/06/2020 ,47896,26120,19241,2535,619,5228,2957,1319,10123,4276,1051,510,506,35,1,100,56,9,166,65
24/06/2020 ,49009,26778,19658,2573,628,5322,2978,1349,10277,4327,1113,658,417,38,9,94,21,30,154,51
25/06/2020 ,50187,27118,20449,2620,631,5435,3068,1338,10472,4406,1178,340,791,47,3,113,90,-11,195,79
26/06/2020 ,51427,27411,21333,2683,632,5542,3136,1330,10640,4466,1240,293,884,63,1,107,68,-8,168,60
27/06/2020 ,52812,28183,21909,2720,632,5610,3256,1355,10853,4611,1385,772,576,37,0,68,120,25,213,145
28/06/2020 ,54010,28320,22936,2754,635,5865,3163,1322,10985,4485,1198,137,1027,34,3,255,-93,-33,132,-126
29/06/2020 ,55092,28487,23800,2805,636,6118,3299,1027,11080,4326,1082,167,864,51,1,253,136,-295,95,-159
30/06/2020 ,56385,28703,24806,2876,641,6512,3172,951,11276,4123,1293,216,1006,71,5,394,-127,-76,196,-203
01/07/2020 ,57770,29241,25595,2934,644,6680,3269,889,11482,4158,1385,538,789,58,3,168,97,-62,206,35
02/07/2020 ,59394,29740,26667,2987,646,6871,3356,804,11677,4160,1624,499,1072,53,2,191,87,-85,195,2
03/07/2020 ,60695,30091,27568,3036,648,7109,3331,736,11824,4067,1301,351,901,49,2,238,-25,-68,147,-93
04/07/2020 ,62142,30834,28219,3089,650,7377,3366,646,12039,4012,1447,743,651,53,2,268,35,-90,215,-55
05/07/2020 ,63749,31473,29105,3171,658,7663,3390,584,12295,3974,1607,639,886,82,8,286,24,-62,256,-38
06/07/2020 ,64958,31798,29919,3241,658,8033,3340,495,12526,3835,1209,325,814,70,0,370,-50,-89,231,-139
07/07/2020 ,66226,32132,30785,3309,664,8277,3379,405,12725,3784,1268,334,866,68,6,244,39,-90,199,-51
08/07/2020 ,68079,33135,31585,3359,667,8429,3556,417,13069,3973,1853,1003,800,50,3,152,177,12,344,189
09/07/2020 ,70736,34668,32651,3417,677,8647,3584,451,13359,4035,2657,1533,1066,58,10,218,28,34,290,62
10/07/2020 ,72347,35349,33529,3469,684,8825,3613,476,13598,4089,1611,681,878,52,7,178,29,25,239,54
11/07/2020 ,74018,35764,34719,3535,690,9040,3732,495,13957,4227,1671,415,1190,66,6,215,119,19,359,138
12/07/2020 ,75699,36455,35638,3606,702,9200,3905,554,14361,4459,1681,691,919,71,12,160,173,59,404,232
13/07/2020 ,76981,36636,36689,3656,710,9408,3924,597,14639,4521,1282,181,1051,50,8,208,19,43,278,62
14/07/2020 ,78572,37226,37636,3710,714,9528,4053,619,14914,4672,1591,590,947,54,4,120,129,22,275,151
15/07/2020 ,80094,37247,39050,3797,720,9721,4041,691,15173,4732,1522,21,1414,87,6,193,-12,72,259,60
16/07/2020 ,81668,37450,40345,3873,722,9857,4110,777,15466,4887,1574,203,1295,76,2,136,69,86,293,155
17/07/2020 ,83130,37339,41834,3957,731,9994,4156,826,15707,4982,1462,-111,1489,84,9,137,46,49,241,95
18/07/2020 ,84882,37598,43268,4016,740,10117,4289,892,16038,5181,1752,259,1434,59,9,123,133,66,331,199
19/07/2020 ,86521,36977,45401,4143,748,10444,4236,923,16351,5159,1639,-621,2133,127,8,327,-53,31,313,-22
20/07/2020 ,88214,36998,46977,4239,749,10602,4335,1026,16712,5361,1693,21,1576,96,1,158,99,103,361,202
21/07/2020 ,89869,37083,48466,4320,758,10864,4458,1073,17153,5531,1655,85,1489,81,9,262,123,47,441,170
22/07/2020 ,91751,37037,50255,4459,766,11187,4383,1193,17529,5576,1882,-46,1789,139,8,323,-75,120,376,45
23/07/2020 ,93657,36917,52164,4576,767,11302,4675,1201,17945,5876,1906,-120,1909,117,1,115,292,8,416,300
24/07/2020 ,95418,36808,53945,4665,768,11585,4577,1300,18230,5877,1761,-109,1781,89,1,283,-98,99,285,1
25/07/2020 ,97286,37218,55354,4714,769,11715,4729,1410,18623,6139,1868,410,1409,49,1,130,152,110,393,262
26/07/2020 ,98778,37342,56655,4781,779,11889,4842,1491,19001,6333,1492,124,1301,67,10,174,113,81,378,194
27/07/2020 ,100303,37292,58173,4838,782,11996,4993,1702,19473,6695,1525,-50,1518,57,3,107,151,211,472,362
28/07/2020 ,102051,36611,60539,4901,795,12373,4869,1848,19885,6717,1748,-681,2366,63,13,377,-124,146,412,22
29/07/2020 ,104432,37319,62138,4975,820,12613,5093,1944,20470,7037,2381,708,1599,74,25,240,224,96,585,320
30/07/2020 ,106336,36986,64292,5058,821,12801,5098,2049,20769,7147,1904,-333,2154,83,1,188,5,105,299,110
31/07/2020 ,108376,37338,65907,5131,836,13208,4974,2183,21201,7157,2040,352,1615,73,15,407,-124,134,432,10
01/08/2020 ,109936,36824,67919,5193,852,13887,4683,2153,21575,6836,1560,-514,2012,62,16,679,-291,-30,374,-321
02/08/2020 ,111455,37244,68975,5236,852,14027,4916,2159,21954,7075,1519,420,1056,43,0,140,233,6,379,239
03/08/2020 ,113134,37595,70237,5302,867,14165,5084,2327,22443,7411,1679,351,1262,66,15,138,168,168,489,336
04/08/2020 ,115056,37618,72050,5388,880,14381,5216,2432,22909,7648,1922,23,1813,86,13,216,132,105,466,237
05/08/2020 ,116871,37530,73889,5452,895,14760,5128,2483,23266,7611,1815,-88,1839,64,15,379,-88,51,357,-37
06/08/2020 ,118753,37587,75645,5521,908,15006,5397,2552,23863,7949,1882,57,1756,69,13,246,269,69,597,338
07/08/2020 ,121226,38076,77557,5593,922,15201,5803,2595,24521,8398,2473,489,1912,72,14,195,406,43,658,449
08/08/2020 ,123503,38539,79306,5658,934,15710,6110,2488,25242,8598,2277,463,1749,65,12,509,307,-107,721,200
09/08/2020 ,125396,38721,80952,5723,939,16268,6091,2416,25714,8507,1893,182,1646,65,5,558,-19,-72,472,-91
10/08/2020 ,127083,39082,82236,5765,940,16446,6252,2555,26193,8807,1687,361,1284,42,1,178,161,139,479,300
11/08/2020 ,128776,39242,83710,5824,953,16927,6236,2548,26664,8784,1693,160,1474,59,13,481,-16,-7,471,-23
12/08/2020 ,130718,39017,85798,5903,968,17349,6208,2717,27242,8925,1942,-225,2088,79,15,422,-28,169,578,141
13/08/2020 ,132816,39290,87558,5968,981,17838,6330,2714,27863,9044,2098,273,1760,65,13,489,122,-3,621,119
14/08/2020 ,135123,39484,89618,6021,985,18528,6331,2594,28438,8925,2307,194,2060,53,4,690,1,-120,575,-119
15/08/2020 ,137468,40076,91321,6071,991,18974,6457,2614,29036,9071,2345,592,1703,50,6,446,126,20,598,146
16/08/2020 ,139549,40296,93103,6150,995,19708,6284,2567,29554,8851,2081,220,1782,79,4,734,-173,-47,518,-220
17/08/2020 ,141370,40705,94458,6207,1011,19916,6514,2651,30092,9165,1821,409,1355,57,16,208,230,84,538,314
18/08/2020 ,143043,40460,96306,6277,1028,20505,6602,2462,30597,9064,1673,-245,1848,70,17,589,88,-189,505,-101
19/08/2020 ,144945,39942,98657,6346,1046,21069,6488,2559,31162,9047,1902,-518,2351,69,18,564,-114,97,565,-17
20/08/2020 ,147211,40119,100674,6418,1061,21795,6357,2544,31757,8901,2266,177,2017,72,15,726,-131,-15,595,-146
21/08/2020 ,149408,39917,102991,6500,1076,22228,6518,2576,32398,9094,2197,-202,2317,82,15,433,161,32,641,193
22/08/2020 ,151498,39706,105198,6594,1091,22877,6269,2762,32999,9031,2090,-211,2207,94,15,649,-249,186,601,-63
23/08/2020 ,153535,39355,107500,6680,1107,23567,6040,2922,33636,8962,2037,-351,2302,86,16,690,-229,160,637,-69
24/08/2020 ,155412,37593,111060,6759,1112,25463,5090,2630,34295,7720,1877,-1762,3560,79,5,1896,-950,-292,659,-1242
25/08/2020 ,157859,38134,112867,6858,1129,25986,5130,2686,34931,7816,2447,541,1807,99,17,523,40,56,636,96
26/08/2020 ,160165,37812,115409,6944,1144,26750,4978,2770,35642,7748,2306,-322,2542,86,15,764,-152,84,711,-68
27/08/2020 ,162884,37245,118575,7064,1147,28288,4499,2528,36462,7027,2719,-567,3166,120,3,1538,-479,-242,820,-721
28/08/2020 ,165887,37818,120900,7169,1154,29169,4128,2827,37278,6955,3003,573,2325,105,7,881,-371,299,816,-72
29/08/2020 ,169195,39132,122802,7261,1172,29768,4414,2812,38166,7226,3308,1314,1902,92,18,599,286,-15,888,271
30/08/2020 ,172053,40525,124185,7343,1186,30134,4945,3015,39280,7960,2858,1393,1383,82,14,366,531,203,1114,734
31/08/2020 ,174796,41420,125959,7417,1202,30538,5281,3288,40309,8569,2743,895,1774,74,16,404,336,273,1029,609
01/09/2020 ,177571,42009,128057,7505,1219,31267,5423,3341,41250,8764,2775,589,2098,88,17,729,142,53,941,195
02/09/2020 ,180646,43059,129971,7616,1237,31741,5757,3568,42303,9325,3075,1050,1914,111,18,474,334,227,1053,561
03/09/2020 ,184268,44463,132055,7750,1253,32424,6323,3709,43709,10032,3622,1404,2084,134,16,683,566,141,1406,707
04/09/2020 ,187537,45524,134181,7832,1260,33260,6257,3827,44604,10084,3269,1061,2126,82,7,836,-66,118,895,52
05/09/2020 ,190665,46324,136401,7940,1277,33991,6501,3677,45446,10178,3128,800,2220,108,17,731,244,-150,842,94
06/09/2020 ,194109,47509,138575,8025,1289,34738,6582,4082,46691,10664,3444,1185,2174,85,12,747,81,405,1245,486
07/09/2020 ,196989,48207,140652,8130,1318,35431,6706,4341,47796,11047,2880,698,2077,105,29,693,124,259,1105,383
08/09/2020 ,200035,48847,142958,8230,1330,36451,6598,4432,48811,11030,3046,640,2306,100,12,1020,-108,91,1015,-17
09/09/2020 ,203342,49806,145200,8336,1347,37245,6691,4554,49837,11245,3307,959,2242,106,17,794,93,122,1026,215
10/09/2020 ,207203,51237,147510,8456,1365,38226,6968,4728,51287,11696,3861,1431,2310,120,18,981,277,174,1450,451
11/09/2020 ,210940,52179,150217,8544,1382,39115,7143,4681,52321,11824,3737,942,2707,88,17,889,175,-47,1034,128
12/09/2020 ,214746,53638,152458,8650,1404,40183,7490,4684,53761,12174,3806,1459,2241,106,22,1068,347,3,1440,350
13/09/2020 ,218382,54649,155010,8723,1410,41014,7791,4649,54864,12440,3636,1011,2552,73,6,831,301,-35,1103,266
14/09/2020 ,221523,54277,158405,8841,1440,42325,7530,4631,55926,12161,3141,-372,3395,118,30,1311,-261,-18,1062,-279
15/09/2020 ,225030,55000,161065,8965,1468,43306,7711,4468,56953,12179,3507,723,2660,124,28,981,181,-163,1027,18
16/09/2020 ,228993,55792,164101,9100,1498,44251,7907,4802,58458,12709,3963,792,3036,135,30,945,196,334,1505,530
17/09/2020 ,232628,56720,166686,9222,1513,45207,8013,4739,59472,12752,3635,928,2585,122,15,956,106,-63,1014,43
18/09/2020 ,236519,56409,170774,9336,1535,46235,8450,4655,60875,13105,3891,-311,4088,114,22,1028,437,-84,1403,353
19/09/2020 ,240687,56889,174350,9448,1546,47260,8696,4305,61807,13001,4168,480,3576,112,11,1025,246,-350,932,-104
20/09/2020 ,244676,57796,177327,9553,1561,49209,8297,3819,62886,12116,3989,907,2977,105,15,1949,-399,-486,1079,-885
21/09/2020 ,248852,58378,180797,9677,1592,49630,9225,3749,64196,12974,4176,582,3470,124,31,421,928,-70,1310,858
22/09/2020 ,252923,58788,184298,9837,1624,50473,9380,3841,65318,13221,4071,410,3501,160,32,843,155,92,1122,247
23/09/2020 ,257388,59453,187958,9977,1650,51578,9611,3666,66505,13277,4465,665,3660,140,26,1105,231,-175,1187,56
24/09/2020 ,262022,60064,191853,10105,1664,52742,9714,3518,67638,13232,4634,611,3895,128,14,1164,103,-148,1133,-45
25/09/2020 ,266845,60431,196196,10218,1677,54352,10027,2871,68927,12898,4823,367,4343,113,13,1610,313,-647,1289,-334
26/09/2020 ,271339,61628,199403,10308,1679,55350,10594,2561,70184,13155,4494,1197,3207,90,2,998,567,-310,1257,257
27/09/2020 ,275213,61813,203014,10386,1692,56413,10915,2350,71370,13265,3874,185,3611,78,13,1063,321,-211,1186,110
28/09/2020 ,278722,61379,206870,10473,1704,57741,10474,2258,72177,12732,3509,-434,3856,87,12,1328,-441,-92,807,-533
29/09/2020 ,282724,61686,210437,10601,1718,58865,10659,2067,73309,12726,4002,307,3567,128,14,1124,185,-191,1132,-6
30/09/2020 ,287008,61321,214947,10740,1731,60320,10353,1964,74368,12317,4284,-365,4510,139,13,1455,-306,-103,1059,-409
01/10/2020 ,291182,61839,218487,10856,1737,61444,10545,1795,75521,12340,4174,518,3540,116,6,1124,192,-169,1153,23
02/10/2020 ,295499,63187,221340,10972,1740,62279,10496,2104,76619,12600,4317,1348,2853,116,3,835,-49,309,1098,260
03/10/2020 ,299506,63399,225052,11055,1743,63286,10652,2103,77784,12755,4007,212,3712,83,3,1007,156,-1,1165,155
04/10/2020 ,303498,63894,228453,11151,1761,64319,11091,2043,79214,13134,3992,495,3401,96,18,1033,439,-60,1430,379
05/10/2020 ,307120,63274,232593,11253,1772,65295,10912,2057,80036,12969,3622,-620,4140,102,11,976,-179,14,822,-165
06/10/2020 ,311176,63365,236437,11374,1806,66315,10787,2135,81043,12922,4056,91,3844,121,34,1020,-125,78,1007,-47
07/10/2020 ,315714,63951,240291,11472,1819,67310,10807,2447,82383,13254,4538,586,3854,98,13,995,20,312,1340,332
08/10/2020 ,320564,64924,244060,11580,1838,68352,10717,2485,83392,13202,4850,973,3769,108,19,1042,-90,38,1009,-52
09/10/2020 ,324658,65314,247667,11677,1860,69203,10746,2555,84364,13301,4094,390,3607,97,22,851,29,70,972,99
10/10/2020 ,328952,65706,251481,11765,1877,70487,10698,2555,85617,13253,4294,392,3814,88,17,1284,-48,0,1253,-48
11/10/2020 ,333449,66578,255027,11844,1901,71549,10863,2693,87006,13556,4497,872,3546,79,24,1062,165,138,1389,303
12/10/2020 ,336716,66262,258519,11935,1922,72633,10814,2805,88174,13619,3267,-316,3492,91,21,1084,-49,112,1168,63
13/10/2020 ,340622,65299,263296,12027,1944,73733,10908,2643,89228,13551,3906,-963,4777,92,22,1100,94,-162,1054,-68
14/10/2020 ,344749,64742,267851,12156,1961,74924,10822,2559,90266,13381,4127,-557,4555,129,17,1191,-86,-84,1038,-170
15/10/2020 ,349160,63231,273661,12268,1984,75974,10636,2743,91337,13379,4411,-1511,5810,112,23,1050,-186,184,1071,-2
16/10/2020 ,353461,63570,277544,12347,2008,76956,10498,2920,92382,13418,4301,339,3883,79,24,982,-138,177,1045,39
17/10/2020 ,357762,63739,281592,12431,2032,78062,10591,2671,93356,13262,4301,169,4048,84,24,1106,93,-249,974,-156
18/10/2020 ,361867,64032,285324,12511,2051,79136,10782,2358,94327,13140,4105,293,3732,80,19,1074,191,-313,971,-122
